sector,urban,admin2,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
livestock,rural,Medina Yoro Foulah,72396,127688,45876,87794,54674,55901,56953,80217,56800,69790,67542,45446,52785,65338,61092,80644,71025,52841,55046,67268,108921,79520,70831,74560,107787,48211,46491,62308,69472,70011,64009,88233,75193,91061,66058,46200,61972,130225,57842,44155,55679,53069,58671,77791,66930,77535,65003,51882,38938,68586,67487,94037,59141,51629,111606,53119,55504,63568,63768,54551,79945,63786,61929,48778,52172,32475,48051,83375,68947,60553,78523,51106,36496,70531,71653,45833,53735,67621,58272,31256,76044,36633,49260,95846,54341,33428,78088,75791,52309,69788,76876,100346,73224,85181,36684,29519,46991,56651,56717,76383
livestock,rural,Velingara,109486,72187,63825,74608,73091,80571,66932,87043,56799,61719,57331,75806,65197,68054,81844,105604,106017,93148,87674,92415,100954,65286,50277,94950,65956,72813,62571,86424,80961,72554,62656,97890,78023,93592,85846,78675,75854,100570,89215,57377,79130,82095,93306,93886,103396,78970,79429,79375,71081,86146,71262,71382,81152,73979,59540,64298,37229,71553,74847,84824,68654,90046,58467,64300,64870,76349,81960,84482,99663,109412,96208,43217,98614,70843,70335,68606,82211,98559,77216,56612,62713,101965,82958,106038,127403,81920,75464,74683,77277,67520,52662,65763,62154,67850,99768,67634,91010,77656,62858,74384
professional,rural,Kolda,657507,616706,570143,503542,457638,407706,561587,478320,461552,571257,421997,267274,631433,454451,604920,607599,546390,845664,464470,525357,341340,506944,417746,786022,483604,273111,555984,550767,488455,492775,519099,493092,594080,282699,342074,663056,532402,472807,548086,413216,556086,526803,594984,531953,548491,435750,510368,415682,432664,447940,357549,780272,648670,593821,381341,500802,641313,536036,336129,492434,501541,702389,496821,508697,391185,548125,437897,700279,758936,495697,476643,398926,608707,620766,309077,507601,716599,413466,426634,463147,343856,675830,450247,510910,483136,403806,455469,727454,409027,522242,678036,514169,498434,421926,531481,581631,857301,534946,449865,486585
professional,rural,Medina Yoro Foulah,475799,648261,261297,370609,405830,502240,345894,153900,570707,563356,283265,394909,224398,277915,511613,362765,332630,343880,469319,292122,322260,415069,285704,495480,285125,320876,220478,366310,367139,370834,287882,432961,309123,999749,423992,401204,394144,554863,235053,470957,625469,295459,355558,407709,303092,292605,418639,419840,676538,335568,209777,404879,450560,341356,408425,244080,640725,296932,253270,471483,403412,310141,462689,454473,386719,201837,407306,474133,310471,377685,302608,245778,537288,266651,321732,344587,390712,315063,338158,428584,352201,506165,450330,468830,402701,377917,442796,287648,673300,364520,445608,528478,284775,534243,349573,372301,299402,341124,460866,323866
professional,rural,Velingara,457344,559878,323324,540463,486459,465673,453499,382595,422009,225167,419290,229769,285204,437725,368366,375434,450032,297153,404457,555440,320986,459237,440805,366847,268080,349029,493718,571833,453817,422539,300814,262533,337726,312871,220546,514655,437286,486061,329733,489067,752352,403437,297073,381120,537894,243466,510663,523574,498375,508732,395730,459063,378848,503798,551267,373977,442231,218616,341868,577803,324790,284517,276845,363284,420390,365976,434006,331680,467577,464310,344967,489017,365694,296737,303333,382738,383708,365524,531148,549042,293308,425018,352654,666218,387353,470799,455827,427333,503861,334489,437872,452630,631259,362772,298715,536935,567463,279692,184615,495342
services,rural,Kolda,233253,283781,303887,270670,240795,255659,377442,338320,349130,277462,215785,268885,260187,325542,290760,364117,279047,328115,302951,299921,300663,313370,242156,249035,198741,286195,280269,213889,239537,326962,316392,235166,283171,406903,282947,268121,218939,268117,320174,301056,343720,488784,283395,326610,249479,235579,293513,289102,252355,235093,281918,233676,217824,212690,280749,325926,296504,254971,319249,328010,323870,332713,289500,339263,323550,294872,315566,270301,238662,317589,302217,329757,289886,309336,464159,275399,267662,272666,431810,373721,349910,281949,298705,324506,338656,332858,368890,375259,272654,254578,249212,295997,224714,216848,234405,214831,332693,314300,253455,320344
services,rural,Velingara,551357,360813,459373,384260,349660,409920,400756,368244,442833,399404,420352,368169,491865,345415,406755,311639,415093,394085,426137,412618,462760,562923,448703,363370,366878,358409,494687,570741,428996,403900,397581,323262,410275,534877,437820,379803,432806,421344,506310,324399,403637,455469,284542,550285,350363,321428,543675,335119,412972,560458,374589,357530,656845,405652,390237,391943,408749,423100,337132,343601,332875,523293,365342,373197,528580,505868,400277,307863,353589,572554,374831,454612,511987,353888,515732,466131,465920,406558,496490,477637,382225,353276,368247,422632,574257,544404,222705,403799,380531,370393,402318,225665,432700,369593,465095,606630,446274,570452,395301,562510
small_business,rural,Kolda,138200,178478,133586,122084,145537,134670,125731,145164,146347,113599,134312,139267,137973,133766,115302,187848,130862,163912,145925,108091,140358,94525,105945,131408,119490,113901,133665,96308,113149,136292,153820,99334,116825,171673,134638,119873,138693,97798,124576,122217,145378,165604,132638,105809,150474,111162,115998,153193,152878,187085,114406,156510,157127,106704,172303,82784,155378,101489,112397,125811,127644,127180,145812,156450,135667,144586,105587,119949,105871,123020,128066,116021,116790,92524,121905,130735,131118,158335,107542,114447,124617,138417,113458,144960,125362,137700,161313,117020,126878,122231,105122,108466,117237,152431,151672,146026,113282,154196,146488,148994
small_business,rural,Medina Yoro Foulah,195670,127963,168615,183784,188189,177803,204742,161420,188792,76447,71387,125109,130074,110818,93616,197106,130762,132238,97050,131822,157205,136618,166351,136280,226747,122505,105837,148328,139146,141822,155702,228239,195201,187958,130874,183995,164920,133071,182210,183790,165092,296024,160536,88843,214855,109729,185643,207400,146040,161133,146160,153226,155426,164246,217966,116902,190463,109617,167059,165760,146784,138120,205586,163635,129839,144875,162580,252456,121258,175185,200414,199516,169303,117232,139070,129240,208820,129526,373010,177633,165893,186438,110913,67151,158284,123057,240928,125842,94517,206857,146627,159188,203672,120061,135901,157395,237199,205008,187935,143807
small_business,rural,Velingara,256415,204322,190151,223371,242014,210605,272614,227730,206414,216122,209699,196910,182605,186722,231291,243433,235943,162078,219805,209362,218735,174598,238888,245728,217301,225085,178677,225992,232593,213788,206094,262973,224624,161364,198950,205491,254982,266847,144691,196696,287826,213036,181613,176196,193775,170432,170916,248297,178913,303399,216205,210851,210606,232535,193912,231423,204888,201276,186793,220752,205672,212048,200328,168630,235561,196868,196491,189562,257256,185733,275279,240937,167148,176736,205221,191204,211600,213525,181989,193075,192536,176527,238883,206784,166393,215442,205101,164077,163332,257561,200870,201307,169127,263400,164660,213214,163676,157013,222699,245168
trades,rural,Kolda,150295,141784,149239,180102,225667,228050,209510,151520,230083,284981,252432,199132,247989,226345,227267,168776,245566,253870,134567,194994,194963,201913,267566,274415,168941,190540,165869,131563,217533,167445,199869,134841,172296,198025,250091,190870,114951,260490,205375,178947,261760,169556,168809,213044,172456,234579,202457,169892,169749,268589,131103,179268,233626,192295,188338,263726,180304,225679,191238,144545,167613,203086,337590,178408,152327,280876,200683,119938,254938,243015,208288,233199,160333,315539,187667,214730,240692,413617,162035,255365,162161,165528,149254,139874,228760,195118,195410,173655,169631,185974,188474,300062,212753,157270,122471,168465,197042,258878,240156,310986
trades,rural,Medina Yoro Foulah,219169,92553,297462,555777,257853,232741,144328,276335,230805,313337,109650,289488,386737,205469,239779,446743,263342,159163,375195,304996,611214,304486,168463,137789,191653,161886,358336,191654,254169,152439,259996,386728,333184,191478,196659,343961,280975,263721,175662,211038,218783,290081,427253,251653,202907,291452,246949,206403,226799,168794,272986,274855,311550,260512,451166,215338,201149,251843,222076,293524,183477,350258,215885,298103,564945,203184,309139,298458,316430,262733,343573,154070,243591,335767,389218,229580,251199,406122,344204,272252,240388,268725,345198,250770,308243,241585,229790,342295,291983,242696,320700,187829,195551,121351,369548,248120,394981,205820,352955,225206
trades,rural,Velingara,227773,361326,260227,189581,131400,262903,272834,199282,249875,156468,238335,174555,230566,233922,218951,222802,144216,243855,210278,242972,207673,201485,210457,305337,239712,188366,220516,271588,151698,125254,237101,120252,232177,183993,412176,285441,213302,223880,160307,165186,165501,267363,157900,177057,188271,299613,198430,271578,216842,299504,165278,283088,223477,184560,193861,270502,208566,227001,167795,103638,246500,157597,191998,153810,183958,162924,255665,179052,198804,230745,200081,155113,250875,262218,229263,192589,254595,168515,246236,215386,137311,201395,311692,264606,173486,180206,157818,181792,149355,208096,202151,215703,135615,287929,361129,165123,273394,190118,203114,192020
agri_aqua,urban,Kolda,78864,157206,110942,124847,94113,36721,102599,60650,60387,61156,67307,79303,55330,74168,90998,59766,47759,41456,72692,78011,64050,59697,114492,41830,57168,91900,35674,33351,52713,138545,49586,73297,76811,113016,127762,73920,53126,65617,117892,51595,71908,135016,87552,72181,72319,97213,39967,132666,66687,48266,112590,89590,151176,111348,183930,44198,85921,47698,67091,83935,99283,103673,114654,87129,58135,106762,134161,35279,63905,73264,75264,109760,56337,126372,52222,111023,52627,92421,87361,52202,82393,111718,64842,98448,132499,26074,123318,146455,88727,63517,82899,36639,48880,52098,70952,47736,36231,119310,51293,74452
agri_aqua,urban,Velingara,107972,121007,109998,98659,96950,93862,115535,140034,107499,62990,74536,126274,112362,120635,90751,141621,119758,73203,161974,97078,162510,97445,126797,101588,137268,142276,243394,109791,82777,73089,99963,89400,83674,114780,61812,67214,66030,105958,118589,89785,104834,84755,112967,106321,137381,134953,152359,138915,87011,101902,87527,98859,99678,82394,108484,135113,105226,192588,93144,71458,92314,117207,71442,96812,163311,103819,71045,106286,101073,133763,86389,133142,130505,93701,67258,115823,108466,144198,96011,87666,93302,123213,104242,90030,116568,109530,92290,76243,126403,90408,86146,93637,94937,112981,131108,87123,82619,117304,101772,94722
livestock,urban,Kolda,25544,38398,28679,24854,30821,45848,20801,23355,26303,16967,19393,20260,32350,43905,21580,32626,55054,25421,36615,45795,16543,51138,40481,10944,22614,41473,45188,22292,44666,19507,32364,40835,7302,35311,21463,7025,19311,19873,16376,23464,20951,17088,20937,26268,21917,27142,20102,53319,16197,24641,59075,42363,21937,32496,18442,24405,17681,30220,11085,45277,23428,18564,32180,50338,11246,34146,27953,25675,24216,23724,26829,33417,11106,21449,22452,44401,35106,28388,28666,45425,38022,16370,29741,40623,24532,16920,14148,49601,17933,48722,47853,19512,20484,10991,27159,25896,14968,14349,31721,18586
livestock,urban,Velingara,32761,32786,40980,34502,27669,32201,52596,26237,69176,66409,34913,28783,23337,54321,23380,15648,41514,27476,19406,38918,27806,37478,33811,36333,16843,37603,20960,18668,28135,64292,48206,41849,40202,35070,36581,26487,42759,54819,53106,36727,44273,32876,41497,42016,36206,34698,30548,43786,39578,20472,34914,42642,47556,56168,34742,34849,52966,27131,24558,52652,34245,36078,40226,48216,72674,28734,27724,51882,53470,27950,62490,48348,42135,26633,16879,28913,61066,29609,14607,52593,59245,50295,30808,87697,20595,25257,11129,49764,39672,33995,40625,28668,50584,60231,57947,61502,50970,56322,35722,42167
professional,urban,Kolda,884318,965354,1212564,641503,768753,863017,996531,864195,679365,855821,621490,723102,938673,929799,541163,1043470,1060819,827300,686466,738917,754764,754629,853826,1100775,781912,843615,617158,836693,943943,902997,934248,590347,830958,641984,826583,717232,1211515,1120170,753978,600285,703101,605934,938625,644971,875144,959525,820230,715577,669320,1189043,878213,988410,739321,659285,646585,1109606,665192,1097374,779156,858382,631653,983195,730923,683318,757343,917475,721304,556589,718220,921169,694429,619641,575649,559972,1005518,1021723,643583,738812,1007707,798603,931287,808554,834257,977725,921602,645704,1245649,623855,1131687,772698,1034653,695374,921529,939897,663784,881545,740131,794045,684598,825910
professional,urban,Velingara,949128,1150917,692380,1140214,1063564,1129928,777900,748154,834173,817072,759572,792408,1124126,938945,1395667,953286,763661,844461,1133077,928458,888284,1140763,807379,1100692,753953,880879,907605,794624,787337,1055028,860494,1018460,803945,919590,1095911,717626,866812,977605,738912,961594,806115,1012257,967022,940440,991621,980454,819975,1026228,879162,984294,797800,1171655,1065933,854922,756914,971615,1033127,994985,1088951,1428492,1236942,1064441,889142,929964,1305577,669393,1007213,835158,877762,801638,1143183,1064909,928859,831659,961383,852184,1085303,890664,921353,778353,858059,959244,1204214,736804,1052809,727362,732079,900401,913689,930297,761535,879097,870372,848007,961755,589871,794070,1082965,820296,1050445
services,urban,Kolda,357984,295356,382212,378496,467180,291972,370968,429663,473164,523759,319055,426807,343076,379480,389522,275605,351663,491097,366375,390759,497837,380521,486264,421723,222568,346342,520075,640742,298968,453525,330018,319759,374617,484250,369973,367169,395668,382313,255553,281035,466155,438807,420734,398616,557661,456818,349446,373903,552308,428957,393560,422756,292151,308085,576787,290215,414495,382833,333356,318236,419917,378914,429249,367965,358567,406137,267003,457625,345208,352858,357275,509343,473309,558411,533068,289615,434660,396218,690045,537075,518600,497801,433409,389457,425298,340736,265663,346970,459818,338018,224627,333854,317198,352847,349435,504701,375445,293223,365729,402325
services,urban,Velingara,616184,718604,635546,618127,505326,568500,675967,410910,618116,597022,685534,641543,599047,647666,554195,631563,704461,671401,589288,628169,641459,647430,511210,1001527,647370,363354,550025,660049,618408,590201,563488,684702,424458,798134,602221,539253,642860,778803,634035,587082,621383,437890,552263,656683,447105,498987,651708,693929,564278,446795,538896,589153,709295,666807,635312,567955,734875,694073,704193,657478,702527,736113,637452,512622,661444,630833,527846,787373,729185,600903,626274,648956,454670,855283,566104,555611,892243,620227,504957,533345,470390,613712,763355,438189,496897,644346,689607,657432,673473,668600,434686,825810,718649,714038,710143,554928,634673,597916,441499,424961
small_business,urban,Kolda,134685,167665,143021,166655,181876,173705,183686,206682,171852,241760,139494,175458,199024,237517,172079,176605,169051,153937,168926,181490,183254,209143,194894,168958,166419,155980,135016,154474,168728,163179,194557,232410,254322,203353,158688,162101,179094,176843,158008,147773,204082,172379,197587,173028,194231,161207,180721,188829,162186,173555,178601,172984,146578,160044,201318,192232,172883,191913,160358,191921,148878,175195,164677,210226,189667,173652,152502,168563,157555,178450,170639,189974,208119,172518,187248,192180,130364,144545,203631,158611,188595,170560,214579,205415,190309,183769,214303,127269,175404,167536,151245,189953,179681,244239,141503,179671,223108,175376,212258,158715
small_business,urban,Velingara,203768,215698,249830,155319,237385,232017,213947,275491,244015,154472,197920,174615,265059,255530,166326,209751,180135,314829,226391,304432,315745,231093,239607,243300,265542,164266,251477,190249,202835,311332,218614,308754,206148,227426,227283,188332,235290,291402,203983,252568,184153,187964,276223,276363,275659,162387,252257,223059,226054,224143,248170,239190,214329,244071,245093,268113,183827,226035,214031,239050,298283,289659,269186,280854,183652,259639,259105,207891,216855,198577,230302,194897,226300,238067,171757,164511,234792,199774,232663,233574,173424,286151,224720,157777,234312,224596,214995,220941,262299,232324,247474,184659,161321,193582,342831,242110,198177,211722,160942,237566
trades,urban,Kolda,405161,361799,473534,359410,348817,296126,360295,255980,347432,318736,480905,418592,376700,335557,289861,288271,299742,352550,384739,393303,375332,467302,379158,370950,413880,349848,451755,289871,388897,350306,281139,269118,415779,367366,265299,391581,389646,430120,310283,301261,330011,561844,444062,301487,240431,425548,340021,450742,354439,353608,285901,409531,363692,412480,653414,342311,494883,268323,435832,347802,449657,428101,441251,308452,316466,271673,435098,413739,248852,392544,246826,385656,487143,505996,323960,347599,276831,445623,364859,565841,372705,429608,341604,405843,450284,455005,497955,391861,431700,486145,272179,333274,386331,236135,300384,596489,439221,389812,315904,426162
trades,urban,Velingara,465149,662479,615240,548312,442065,337147,593044,466672,706599,466854,501011,372155,297356,617502,523832,529323,488597,421273,691724,648510,489609,584937,447664,316503,450199,513257,441946,664517,605960,474348,523688,566235,459882,556431,422286,704939,519462,472801,423727,357005,610723,438442,454763,502866,563781,567067,638354,381742,520360,625766,616616,930506,516343,531658,479659,511135,363282,498010,468725,528317,438985,428390,539073,679842,577692,914125,601157,559277,697405,472133,657653,593772,692565,484501,495440,838838,668301,389245,414937,497791,468940,584178,380035,613160,495147,590002,552293,571649,745557,385205,371906,519438,514175,568677,571681,683121,637697,459914,925405,482007
agri_aqua,rural,Kebemer,111971,95990,114288,94314,175939,109389,122593,141786,115279,103923,127609,125179,122868,106980,125294,128328,114706,174598,156351,87952,114728,91591,111534,74859,159975,134666,118254,115201,131122,98812,86036,109252,110728,112413,106693,184433,114276,134974,128294,96989,118866,144901,67720,131256,128951,123835,117455,131294,105789,152386,113617,123006,124641,97925,102424,127609,96769,145025,68900,104469,112679,125311,93060,158321,117939,103969,114836,127664,160074,138067,119718,198504,135496,204831,157494,126641,130233,162240,133070,159664,103417,144162,117313,124803,116171,119936,167313,115882,146839,155241,122539,116911,98375,152127,101825,107062,93228,112507,96468,127385
agri_aqua,rural,Linguere,84586,100355,88626,70189,65931,88068,57964,107454,133265,95636,104280,131789,63633,90496,86154,73171,77649,81831,78673,103544,159504,98382,160330,94812,53628,152724,130854,77583,66964,92283,104495,77338,99963,93204,89048,153345,88111,85854,64957,86719,101282,130111,72531,71264,84308,63974,106063,62331,71862,86505,67493,66119,54753,85736,105023,101246,63622,186620,92994,106142,84706,89785,84859,58841,94084,69365,89336,94009,89459,138066,84713,85708,94103,57258,104820,62747,100070,105415,48101,106640,70717,78116,96357,73700,78534,87805,84828,108848,112900,88736,108131,118912,67343,78169,64429,130695,80149,79340,93670,168053
agri_aqua,rural,Louga,80079,50654,63243,59622,59566,66543,57916,73433,61401,42086,54556,50194,59778,68692,73357,69320,71429,89706,69052,57832,45953,56437,54195,75470,68188,50031,64371,61854,76962,69747,73942,60100,43152,65882,87122,60514,59028,54711,64884,54264,87870,82400,56220,81595,49320,52489,94768,93309,55988,52838,79838,57886,50956,52094,65182,97639,74402,57415,58653,65438,48385,78642,69369,52724,50063,50034,50195,59727,54221,69230,66798,64969,51593,46682,81721,68833,67706,54182,39533,64146,37057,69773,64645,66960,78861,54400,71202,46645,66041,45987,95574,66487,57749,58922,78880,56083,66555,85786,68554,82025
livestock,rural,Kebemer,53258,75340,51589,55066,43600,44300,51533,83675,35232,62584,27182,62656,31494,63530,35117,49697,78133,47884,45679,46498,53311,51055,57270,43336,54995,53671,49777,48237,36791,46175,47648,69712,49913,64602,48445,47062,51460,50320,46732,48184,36300,81699,37138,37028,45690,37167,35467,57749,45297,72595,44462,44997,58423,45701,47036,46609,42694,60573,54915,53377,40152,52497,67654,26325,61780,34251,61199,43865,44841,46015,58091,75202,39123,57750,58897,49048,43393,52318,56599,57070,73406,34492,43454,59178,36419,31941,39949,47383,55971,44748,34653,61049,40470,58158,41412,50688,57891,49549,44432,40103
livestock,rural,Linguere,83070,142465,90399,64151,93923,93063,110090,62264,76314,121592,59187,89137,77402,89321,99774,84294,134109,73655,93425,122557,72885,66454,109685,124249,77245,80064,78301,77205,84098,82755,86432,110359,94389,120486,85380,109354,102833,129142,83241,121263,61180,105945,109139,118088,123710,199548,81356,101326,108633,82985,86551,132897,87593,114992,100092,87423,94435,107741,91647,90276,119509,90065,111349,83282,109462,104373,109917,72914,95981,116954,85780,86640,91563,113723,125358,65263,87260,98879,120016,108403,88597,105187,64993,97013,123621,87410,125255,72758,93935,86850,134445,94194,91334,87371,99043,69652,89747,88203,151441,86161
livestock,rural,Louga,73054,78215,49801,151352,81867,53819,83968,65873,78797,56741,91819,50783,81090,81270,80205,83522,41750,58813,44116,64182,103770,57193,52763,74927,55529,50882,51398,65178,68587,78987,70157,88396,66399,72452,92447,58950,69967,72177,67430,62972,70178,44205,75491,64514,74491,60786,82530,68089,82949,69084,84154,81025,68392,73116,68915,88990,61509,74323,69134,59828,73423,62887,69266,65899,124704,46109,70912,56987,68566,87468,67418,87505,48013,62866,62458,55550,95708,46132,58894,66083,59885,69738,47473,68504,66874,52460,52435,80683,72082,103327,69242,69748,47490,93975,84074,45302,87135,57796,119110,61478
professional,rural,Kebemer,517115,481004,544813,445488,466287,518140,411255,194230,470048,486439,426329,388889,473408,492028,601086,507842,539876,670220,481627,500960,445241,350623,351562,553055,345978,512439,304448,417007,429624,515453,438326,436555,489222,351922,541105,407224,499626,616650,676468,453479,469193,613916,449862,416616,593595,340788,636917,462610,405627,625162,461479,468843,499260,477775,421431,526553,535787,655401,443924,490061,520185,576702,396122,293528,457837,463868,376680,455197,403290,452686,545892,369240,559176,575794,387780,592176,485910,354298,534887,643289,433895,408936,663604,573955,495032,242173,428374,377312,504008,406958,391676,660498,459288,496532,372376,400385,503699,482407,444731,451464
professional,rural,Linguere,518017,343271,394736,524438,355924,417801,417733,344822,438784,367512,374410,426658,521891,480555,589449,574364,474158,469681,414010,377697,555941,411760,559468,495738,527683,369275,412585,349415,357801,513637,413074,309928,472451,561644,436791,437441,418403,572596,470133,439630,499038,360663,518094,506453,510011,326360,551654,298661,333168,508365,482318,536628,373436,572904,416999,534215,401026,396637,447853,502924,318691,333324,358162,375964,454919,693198,415215,513201,414178,379431,382214,469457,537797,565006,420623,411504,335809,644282,440224,323999,318418,410736,776119,403198,448942,293899,480001,434885,565359,312836,405975,479157,521858,386519,282678,486792,275294,490725,369016,389595
professional,rural,Louga,487467,606798,440633,599797,367598,476270,680580,417534,207378,400299,216246,575046,610894,374098,435714,415473,441279,367706,628614,607992,639283,463190,223775,490143,433279,426054,413281,335275,570593,458700,335984,406860,382728,499370,552861,444927,459446,440161,885429,405031,453296,420630,501919,322856,665792,559653,767005,595747,516887,500273,539169,417334,487834,481365,544031,335631,291505,282037,561413,334826,382680,545328,437258,268905,426097,396079,307807,554119,420098,596153,575892,595231,669952,511606,440297,527291,362551,341470,592578,515588,338661,563527,522979,547161,422668,518425,606228,470997,536655,435718,351649,635930,500612,301853,410701,295544,370761,419035,700382,470879
services,rural,Kebemer,427876,413612,310733,427342,321421,275831,335369,313996,407027,321389,353072,445004,295511,466997,349779,421540,186700,338977,319262,338933,439919,611233,316428,439974,358005,490167,433449,485511,356168,500261,319824,345863,294792,313636,250050,332672,400675,238764,372530,305863,294407,250296,368525,355170,468915,398943,468838,262839,365871,377714,402406,399661,395049,413294,412732,288964,337216,242490,449011,287739,339545,345430,289935,307431,351678,438693,297557,300040,368534,384614,292267,374530,403489,384936,368971,358586,198000,380046,433578,431867,402973,329510,381259,382113,289343,502708,261341,359697,365958,324304,348417,260735,374064,369409,367296,350468,358870,365245,258583,306782
services,rural,Linguere,306493,231118,247960,406901,300467,322400,229917,256568,358381,391604,249713,321757,233492,336717,300448,236986,293573,249260,325475,271993,356650,275349,381624,262792,272574,321410,321041,324525,270308,318250,314573,256853,443521,268257,288184,336474,293319,286652,196928,233629,342842,339822,331675,324599,254601,285949,299371,289040,315062,464407,314943,292176,254734,217486,279428,323342,339260,273866,259618,200430,440801,344022,394563,354248,217675,244572,283173,241284,289562,322063,395635,433207,354376,297959,306024,306690,316235,340727,296407,317709,265166,223206,219991,363537,277996,234175,317522,310982,272145,335520,262909,409639,302392,312746,305088,254988,331067,312614,340966,260844
services,rural,Louga,629027,425264,503547,355164,405881,326809,357515,323755,426381,302568,362191,503839,369452,353569,486649,427225,483550,399852,436824,320513,252008,415655,347907,367325,384158,265765,353084,432945,380199,328847,399627,353648,260248,543353,432513,344340,574027,264766,384567,313791,374715,547512,343059,426909,370983,440935,322767,282419,463765,329228,309242,331662,517007,460253,454417,390341,358296,450307,367382,506888,452923,440470,490741,442671,330858,403709,291642,314359,352375,349169,308117,398231,437881,466730,350544,346164,453617,353561,460683,449086,367970,372159,465497,376436,393083,324801,428943,365232,453710,358266,299322,461566,298509,383582,457309,430170,415191,446913,500820,491247
small_business,rural,Kebemer,126502,147424,112679,105063,117465,104312,119157,113863,121731,119850,119461,111826,120564,133994,90589,105656,108738,108912,103147,99165,100481,141632,95159,121900,100525,86973,113026,122483,118433,108788,101095,81062,148171,115276,118422,106465,113367,112418,96565,110361,95550,104043,109518,129965,111237,113273,140175,126063,122156,108472,101938,109113,138523,100541,93600,103428,140483,105178,111692,115461,125022,113859,84047,83817,146297,112137,116805,92212,110201,119176,118710,98653,108738,121245,102473,111553,122567,123150,89533,141883,99518,104530,128862,111461,108034,102206,119453,101840,94792,157523,112869,129787,128970,119224,114900,107520,105246,115976,98765,126450
small_business,rural,Linguere,110865,113357,108123,101696,77561,93512,87767,94416,97702,97999,116852,101995,98375,90496,96195,93243,112586,138241,93578,99938,78147,85261,76907,97570,109254,90385,125758,112431,96706,114565,136756,65310,109079,88777,100724,90691,66816,82976,94673,93878,102247,94330,103298,76392,111911,107403,110616,92304,88098,106312,101674,98088,80293,77784,89353,86908,105561,92996,96641,76943,100371,96552,76011,97336,108208,78665,99120,130868,101270,63842,117897,98179,98441,96127,110953,88209,122400,102628,110801,85753,109062,108493,89996,75363,89653,80912,75352,92559,114358,103495,115180,109924,99009,104366,91617,111123,93830,108719,87166,96989
small_business,rural,Louga,184944,176030,151656,204716,150945,138448,138224,174891,106198,158164,159167,107678,118264,171290,121356,117010,124558,151509,109914,131835,102138,119024,128178,105331,124794,130143,175109,89055,137908,122264,122400,103543,145902,158275,166254,150151,147783,89036,136763,181987,110809,118149,153540,139816,154805,131802,137563,136736,108264,130337,154745,94796,71812,111071,165173,116481,167677,126459,172561,144809,162890,122086,108136,136638,114283,98617,163834,120945,119506,86707,143197,111201,176808,108929,145088,156493,164496,118128,131908,115150,151601,114984,140961,91872,115201,106587,139257,131369,171118,96187,182808,172887,125631,134382,121776,185191,178850,126380,90397,169462
trades,rural,Kebemer,505371,246996,428120,384485,411719,276285,301773,362196,361227,361950,334302,347298,204725,454899,316199,359386,368998,272905,304554,249639,296476,170949,275050,293175,219751,384003,305644,316035,366595,307801,579315,306295,471427,272407,326706,460220,207797,350352,328946,301965,406729,361764,314606,361896,369259,439779,436176,263981,331650,350085,284146,485375,260538,437970,464571,541656,377334,206336,393580,262466,437635,319786,370921,399494,367483,360256,394688,532409,315390,306853,293844,391914,257658,441777,697793,356556,288082,387102,443071,273498,312998,253528,346980,371672,402915,420065,234882,364646,320024,248544,360307,345631,309601,344860,288623,260481,290469,221810,278319,362963
trades,rural,Linguere,297190,368761,351250,406800,402612,406372,343585,240534,417050,477778,315117,235706,299504,288769,245820,194466,353710,445392,382754,323916,384379,257689,304755,297867,450065,247662,472980,358907,334780,315148,253660,225082,286438,325069,402110,249824,389440,222754,247855,614263,323315,326462,288263,473562,375020,336330,441919,418232,370932,386724,264167,367554,309256,350221,473536,322815,233033,374934,245641,328053,330278,292805,323272,294690,317442,303092,314112,240093,307695,220954,419736,321341,335615,338797,258611,268244,428645,376585,332185,229168,291303,393627,247880,573135,350892,302288,337633,226090,381585,422878,159745,401067,500739,428397,313944,445913,332368,336611,356701,420180
trades,rural,Louga,241381,327409,227471,259015,338392,335845,428132,296304,528844,272242,239453,244177,200834,432661,515764,176740,428597,314723,337324,251330,342035,146116,271453,367456,289473,380338,280224,231158,206983,411570,210381,403783,304668,283611,154982,249755,223021,398872,313637,206898,373211,204622,310880,316879,650854,367331,397818,448203,509877,335145,287533,510360,269262,427507,287906,241841,386951,225806,797359,364528,223039,386820,227770,257794,215264,216838,219903,270559,316634,183787,369447,325927,235012,291157,738582,471070,195658,536453,374400,231393,283343,496229,393121,338566,339805,366134,547797,223424,246802,426362,438618,251613,239442,360659,336717,254166,399819,183952,257463,287227
