sector,urban,admin2,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
professional,rural,Kaffrine,586406,410326,419663,515975,353134,258344,481826,611003,384971,429682,311560,420316,374309,416843,431719,326580,335204,494619,378478,341910,345592,448747,208705,332462,446470,426253,377669,297696,443718,261164,327347,606645,314149,417433,441835,418922,370901,401884,361646,305590,391799,543376,395955,470205,333955,506622,482809,338681,824013,334624,385282,484625,314699,213708,398560,286866,397581,393592,348682,414307,313311,249968,360454,428886,442227,458983,361699,435632,489590,413741,442881,554545,283347,356034,453138,517864,468234,429420,441495,428559,564575,611800,330185,332598,498763,594598,372483,454186,375753,288871,462857,496222,314384,329221,301862,311561,364040,449637,338570,486218
professional,rural,Koungheul,380555,218253,230099,259459,358837,207217,321432,388136,319915,634837,311090,495957,304473,378245,219259,283445,394772,415743,337424,374583,352183,403413,315403,463750,326668,377675,247869,249882,210008,418783,378470,270607,254729,600821,258314,296314,276835,460761,437388,289910,324331,260420,320448,387837,287363,290495,294376,327956,280443,511208,266169,354726,352426,379204,375619,198843,300440,277030,245568,314567,371104,335157,328767,365142,344877,318224,292781,406364,412668,296292,421111,286435,350752,312604,254881,418894,411288,490005,351239,363811,216200,237909,204173,330066,273170,316131,376682,284592,517926,402525,321494,627535,436945,264388,421569,430437,371114,394593,208427,315701
professional,rural,Malem Hoddar,379322,368123,464715,416200,401848,486019,281306,261436,338097,582128,304232,333361,590247,489697,1367904,482626,440130,512845,349446,354777,476776,469867,370687,695855,529114,476639,277274,718161,208965,363067,479452,331580,447882,280940,192283,332890,479921,805710,316431,542486,526903,276119,400019,230213,145270,615548,267417,355624,206497,311945,460175,437677,506161,616142,429048,267917,387320,591973,378433,232519,298697,553478,376141,412016,428103,302324,571077,526255,605613,637326,294788,491252,412047,394694,426185,379273,285145,296982,730386,386498,467699,564912,508525,378342,335186,419980,276624,246198,319198,446382,622410,406694,384781,404747,971408,300921,754010,415056,535096,305421
services,rural,Birkelane,482324,443900,379417,328675,484452,381434,221937,294487,320297,281870,541742,360199,307769,357970,388731,351081,317564,404085,277903,341477,337821,490058,263969,316912,297659,342600,367047,351097,351998,312887,514486,379107,342340,205835,306440,344047,550541,430433,477900,300059,409963,418656,245506,424812,189506,379199,286160,405758,328590,319357,435801,335293,205026,272303,331004,415251,416708,215990,334569,592008,230883,311851,420115,440200,430843,228304,254620,397974,411439,289197,371490,336323,465507,349274,399216,271530,349041,192639,194146,324803,420167,280895,390886,350696,438344,493965,227412,301688,229089,291328,270885,368181,300691,327404,483842,739379,470192,271586,265696,556575
services,rural,Kaffrine,178365,417986,546046,279153,223573,193717,154065,293539,286490,229774,289922,233635,253845,166637,309090,316947,236514,323014,433078,274495,249195,272991,242192,241563,295621,208177,230651,251661,296586,322174,314448,272842,326132,223069,213873,318495,342609,241569,441442,229721,293695,463647,293607,379930,149196,173675,376094,391612,251559,266128,248262,225199,365551,208937,312903,271166,266971,269289,307956,262528,261687,283463,203785,298679,242792,491625,304067,251421,305693,289761,202217,478898,231153,391168,230847,248723,247317,258026,347306,322139,176665,266623,318374,399884,308339,229709,218561,242991,237701,298524,301785,345789,263252,371200,217379,181548,285640,354079,312545,245479
services,rural,Koungheul,378749,265607,220250,371964,196591,307228,211353,341851,301482,288828,373767,223434,293254,234745,333164,318626,193050,286606,293126,240671,309053,461017,337816,323755,245279,197435,272565,353781,266063,425246,329004,324955,183365,485295,255281,304599,262806,289967,285408,311727,262655,337319,331815,263275,346880,281964,409186,304658,331649,214508,292330,267779,271187,336582,256710,379367,324064,376817,351520,190063,453693,293923,343385,276793,372352,107481,241084,382820,310454,264909,277909,281787,302153,330887,450362,230436,199066,316947,166577,305418,407556,274364,258904,372359,396861,334584,251719,238928,261494,386599,256513,264375,292678,299550,201328,350610,267766,255773,380015,188661
services,rural,Malem Hoddar,459436,272555,327174,438528,380055,354922,188620,286751,250655,377065,409089,316323,337941,367383,445349,353054,377896,311016,263937,321110,463905,426954,288501,437846,264578,392365,323360,328029,361537,273816,317840,182346,265797,331004,241190,361276,313067,304694,321193,330867,333904,237663,258632,480485,180004,379498,214321,406317,396611,523849,242632,640511,489377,327583,276762,273588,405983,332618,344132,565942,488793,291099,577165,371411,216945,434903,376214,287718,320612,270859,488361,380923,293844,294819,523014,443428,208508,649448,241578,325006,364634,403323,218908,359117,242806,389588,438503,458839,247310,288920,334703,238644,248125,434790,215620,297389,454460,305855,364896,280418
small_business,rural,Birkelane,300533,268296,209682,134763,153022,183278,201084,238974,209338,198626,229183,247202,308179,189096,244185,280417,225641,171542,255221,240992,279242,129834,169525,249871,195800,220097,220822,192836,246594,239193,269932,200181,249591,234821,288904,209924,190713,158731,175319,182625,191154,262594,243624,195386,221419,226779,152286,192669,260699,220851,253686,185032,147396,166143,178259,241191,210880,200110,196206,225694,308899,208364,166858,189597,258926,222510,211416,200052,174283,154727,202863,253081,201651,233704,196216,178735,191809,169631,305815,175072,253370,205556,159197,192632,166527,248399,255374,305809,159706,234291,229622,283876,273282,270239,251601,165544,246360,220483,180828,300806
small_business,rural,Kaffrine,120533,139221,109583,138460,133084,103718,129567,125909,119004,101493,130847,104411,99870,130216,118404,136931,134446,124209,123221,135781,102286,116437,141272,106256,125794,120321,140960,115305,102187,123255,139815,135358,126261,113924,158655,158286,121742,158680,124682,142883,98699,108978,146061,114098,131883,122693,114372,119054,139816,112114,104741,117268,138398,99666,103063,114407,107571,105122,128229,130824,104689,98070,124809,101621,123461,154300,95955,119487,145359,118828,139213,126554,141095,104154,138431,86409,119710,120033,147380,145117,98576,123446,122023,109832,129188,157005,119748,109256,123713,160044,131104,91003,103725,118219,118583,122055,120590,106639,100362,103634
small_business,rural,Koungheul,121014,112240,141867,164830,194676,118437,139662,146204,153751,118375,152406,130790,157031,174590,119940,141014,174895,152444,163236,143328,176325,128350,138588,171160,168619,129155,120080,137545,127833,111408,147944,96700,116130,110641,174948,148037,213828,138413,183702,180725,99604,98619,153353,98415,139816,123607,154485,138296,138769,141861,128517,117811,131849,112153,190305,131868,138510,123729,130948,133011,128978,119742,119650,100377,117271,106620,148590,116975,135561,136076,138010,122024,101345,134462,153525,106224,158021,145815,141608,94959,154830,162131,177726,138703,136649,122464,113008,147611,127396,120066,122169,168485,102936,153285,138647,138629,156122,126210,135075,137417
small_business,rural,Malem Hoddar,145247,81565,88035,118617,121034,165051,100630,105208,164673,76385,101106,122825,97107,122403,120547,121544,117835,150641,130552,115738,109379,87645,105879,111038,137205,143454,112692,78520,101500,115638,139290,81210,145537,148251,143694,152324,131573,102516,124330,129909,179120,78657,168934,112993,116101,111993,140199,151647,131556,127662,135118,144323,116363,108305,133984,123376,85179,162316,115965,168228,113015,115164,88253,126779,86301,96361,142152,141799,86970,115152,136930,106959,124322,156994,144919,130679,91899,131646,173089,110864,158093,136862,135117,155959,134320,109884,144533,157907,149747,102327,120226,158614,187722,142943,96255,124570,107462,179234,134627,129294
trades,rural,Birkelane,212720,246078,354278,318277,632975,206568,259880,215186,631488,327648,210669,190085,244952,197613,626666,332209,322212,189580,217732,190273,375237,275195,530561,340473,214135,211435,172569,256706,327273,460466,203856,309395,539414,158576,106192,300703,255257,381986,477922,466149,289352,207895,315438,427701,348778,240662,408234,258813,295685,228844,210249,170360,163041,333854,218554,345990,358140,168649,161887,277806,370359,181468,131687,317002,336187,218412,258267,346933,297800,216682,303662,222726,275765,285014,275621,208427,219460,272687,198555,368176,217029,323226,324251,238216,228877,234857,405583,251225,402181,240320,263838,447932,229732,243966,299168,175194,265990,263408,241411,243905
trades,rural,Kaffrine,355385,278424,207673,224542,382683,420494,457372,349556,572617,278614,195052,380220,275324,274177,303132,207983,231164,282829,405260,205174,272070,373886,184508,387384,203338,506401,239435,386423,219363,187102,324899,190050,184888,229975,140986,162792,186312,255905,293059,246783,212759,351802,345107,386896,284667,260632,393700,213164,176264,206805,211882,293957,320738,163251,488296,296829,489298,142942,112251,200854,229667,311783,196542,167447,253745,374062,439646,292963,207695,240217,245876,293611,240913,346217,377276,303440,253468,353736,312677,220009,220445,329418,147398,272858,268434,222380,390799,250274,186068,194923,337653,266955,321271,220027,224044,205489,152745,234269,259515,304182
trades,rural,Koungheul,233291,191892,284912,234695,257739,403742,263492,294345,270278,186479,223849,232262,179628,268154,306057,227309,233361,386702,362656,186198,270812,221304,307672,425403,142059,293752,251150,273761,249714,268343,192158,191224,188904,209813,192166,288522,255249,227867,321891,367264,255563,204879,344998,218419,172782,179477,357405,314944,222098,215790,330447,421386,190348,203065,314607,341143,166203,184199,297232,276072,245785,216766,212530,227502,163538,225906,430648,259020,295691,229742,222780,225087,240422,310404,290224,235814,204267,198440,319342,200740,236716,176177,190080,352364,213730,243986,129502,236606,197048,308379,201400,104616,272940,565789,191195,194327,266265,451242,208667,184019
trades,rural,Malem Hoddar,302968,279121,289212,173513,407492,253758,119960,228266,236433,141306,414267,181607,426175,204413,334691,142366,313583,171612,376416,228725,199950,430800,293863,255983,248167,414440,519550,191127,239133,310040,320194,215487,276447,152536,150329,610237,383865,220532,216738,114905,166235,180120,285345,190219,255809,234844,247321,298496,332469,273737,263339,446571,215109,170038,234745,251404,344706,206915,319361,145058,164722,361860,270834,285968,149216,228666,219208,271766,320235,450628,173127,163956,475710,160606,269070,218835,180269,468855,244128,266505,201750,92322,213654,279099,188698,119345,165537,186377,661807,253362,178203,197850,202313,244107,293352,249728,316693,409275,294211,186935
agri_aqua,urban,Birkelane,228052,269035,201452,127857,51735,254958,115949,132834,163484,137057,146089,232357,220212,160284,203824,177539,147189,150522,128459,573230,150544,264043,100883,290381,104382,154346,163724,251591,115945,130125,120010,206455,525187,145637,220470,75998,179641,358328,135313,93414,242176,387077,162518,169428,118263,176993,176497,268161,78265,352190,160399,97728,236264,128103,70563,241696,161690,143500,123375,136108,156068,442825,170301,202682,106217,109058,189392,221907,242118,221890,154550,98209,63439,108076,253122,130798,321388,251469,119069,78367,117181,194500,267195,126057,135085,154158,151602,94582,172479,183637,177739,178383,151971,49104,288514,294296,85515,227291,94950,180741
agri_aqua,urban,Kaffrine,347440,176171,359291,245360,352231,104234,283991,212038,137101,209784,236828,156450,134710,130010,195560,233545,183082,179217,179570,192750,256216,196831,174871,185486,145576,171282,126989,310529,141660,139056,212347,164236,220167,151704,181754,194743,200362,193935,339910,237952,206552,157872,171479,199780,210446,176529,203328,180577,206519,218074,134635,178996,256230,309168,137489,272097,241766,246396,162741,176582,218074,111133,207064,192808,133437,280151,285127,217007,243884,396158,278355,191007,168934,183002,108056,152815,157505,194660,147872,126222,237764,116471,177181,157756,218405,159704,325251,160843,189753,137069,168772,290901,205773,208266,123638,215128,185132,172948,226808,205517
agri_aqua,urban,Koungheul,112099,124763,124030,134053,81908,148695,101309,59719,79455,100235,49576,83024,140702,105851,105444,76569,167243,370281,113009,93507,147320,107713,185040,49981,121578,139278,96520,199921,124136,160876,66948,115686,141629,111165,66111,204932,61711,62885,82058,159081,178890,191461,194501,178397,84168,89958,79396,108508,78537,104660,144420,72787,116108,86813,78726,119097,139285,82152,144916,88257,166434,78747,130442,106195,329626,57528,119888,123288,89941,223818,54310,118500,159272,109763,107900,98444,218241,123560,59498,69283,45627,142738,78707,140620,179165,102344,58790,117944,145083,117785,64869,237132,132852,90103,57946,63436,87489,149421,154071,59346
agri_aqua,urban,Malem Hoddar,111322,196795,239139,115888,224948,159688,248684,152437,291973,214974,332134,127915,421769,86198,169875,153201,364353,205909,99979,278450,121906,176293,210459,348909,161483,198697,161275,247184,259395,196918,183464,135061,65060,173270,153188,226790,176453,85403,256075,170616,291548,339967,225950,119722,127548,241127,122841,197838,89555,138790,209479,126937,110210,162977,222287,407019,104515,60498,259395,63985,500272,200853,79607,341481,174986,160634,41856,111043,197598,101186,91974,53743,233695,359627,58645,187894,157185,151630,260571,38313,120850,149810,113863,97265,224846,341153,188488,71849,261277,220321,235760,98750,193682,55966,96030,76852,120490,257919,88044,171921
livestock,urban,Birkelane,98737,45421,37632,52835,67154,79125,48668,45705,25858,51446,77142,43922,60858,59831,24408,48498,46367,48709,53220,65735,52601,66179,46632,55073,45968,56787,66473,103799,86522,56205,43694,57720,68927,50852,60897,44752,30108,81593,70969,85131,62899,61255,39178,109673,97319,29861,67568,49732,68099,40221,75852,41645,69185,123861,84758,80402,36830,95112,135481,98823,61244,137918,65855,50310,78646,101198,45132,95151,65391,82310,21587,41018,62780,49085,79418,42274,45363,53081,96892,25519,69488,44941,76032,32942,48899,96525,76845,82140,38551,76133,29379,116500,95786,48696,48487,50025,63792,40726,68238,81049
livestock,urban,Kaffrine,57068,19618,33833,36527,14620,53691,29902,32222,43424,30581,23534,34828,22018,28619,37113,34702,53921,28811,39759,37317,37438,28109,42302,31057,24496,60672,18213,32888,68941,51107,16045,24647,21676,30005,22326,27385,43938,17492,31725,34942,22177,38285,28266,29200,38354,50169,22975,30700,34336,20867,51478,52038,31670,20522,72636,42572,24234,27143,37585,25173,53648,44653,30158,20782,26907,24766,40146,49924,34303,57630,23535,40050,40843,39492,26427,20286,32639,24812,35504,36197,40944,30933,42762,32535,27736,25472,38486,43410,36936,24456,43676,19467,27009,31170,25091,31696,48691,29757,23290,41825
livestock,urban,Koungheul,49489,44012,30740,73765,34687,41437,99889,112649,30733,37694,91746,146123,66439,72657,75167,130919,76486,50729,71492,47252,56140,60137,29642,68191,59755,91225,98755,34838,82917,81151,78172,61376,125929,76998,43398,79766,151472,82265,115191,47650,37471,88892,84013,57465,33576,63893,100144,115792,167219,46926,70980,114694,62619,81955,83992,51088,46743,107593,41962,33184,61347,76012,86165,66982,45931,57993,76606,123631,68764,73248,38181,78236,44632,75503,62530,70206,67090,45088,56277,106069,53131,35146,93186,114829,122433,47107,135360,93510,37313,42072,125394,48674,65135,113928,64434,102206,105533,181750,56079,109291
livestock,urban,Malem Hoddar,97725,42914,111287,149147,34586,58863,61573,64972,95165,31489,36629,98616,69090,91675,38072,55084,179197,42098,145787,28292,69548,31574,101893,110820,42859,45420,48945,46255,348531,45660,115267,84462,41099,77782,91067,69225,24271,56023,49044,30146,51511,48864,49780,18941,155038,78327,39720,43453,50832,29266,52429,52095,41182,21543,116686,31918,119240,132540,36540,65654,81863,68816,45319,82351,43812,46368,51568,36365,29395,188140,113242,49100,65656,71654,22219,50626,64626,60653,57173,54890,135721,98274,43688,18997,54795,111318,77379,51516,60841,34742,62803,87155,154243,53126,39059,52940,38199,71635,31994,97765
